#t	I	B	f
63.701	-1.2945	-504	NAN	
63.801	-1.311	-511.5	NAN	
63.901	-1.341	-521	NAN	
64.001	-1.35	-526.5	NAN	
64.101	-1.365	-531.5	NAN	
64.201	-1.3845	-538.5	NAN	
64.301	-1.3935	-543.5	NAN	
64.401	-1.407	-548	NAN	
64.501	-1.416	-551.5	NAN	
64.601	-1.428	-555.5	NAN	
64.701	-1.452	-562.5	NAN	
64.801	-1.4685	-569	NAN	
64.901	-1.4775	-573	NAN	
65.001	-1.491	-577.5	NAN	
65.101	-1.503	-582	NAN	
65.201	-1.5165	-586.5	NAN	
65.301	-1.5315	-591	NAN	
65.401	-1.5405	-595	NAN	
65.501	-1.557	-599.5	NAN	
65.601	-1.5615	-603	NAN	
65.701	-1.5855	-608	NAN	
65.801	-1.605	-615	NAN	
65.901	-1.608	-618	NAN	
66.001	-1.6155	-620.5	NAN	
66.101	-1.623	-623.5	NAN	
66.201	-1.6335	-626	NAN	
66.301	-1.6365	-628.5	NAN	
66.401	-1.6425	-630.5	NAN	
66.501	-1.6485	-631.5	NAN	
66.601	-1.659	-635	NAN	
66.701	-1.665	-637	NAN	
66.801	-1.6665	-639	NAN	
66.901	-1.6695	-640	NAN	
67.001	-1.6725	-640.5	NAN	
67.101	-1.6755	-642	NAN	
67.201	-1.6815	-643.5	NAN	
67.301	-1.6905	-646	NAN	
67.401	-1.6995	-648	NAN	
67.501	-1.707	-651	NAN	
67.601	-1.71	-652.5	NAN	
67.701	-1.7145	-654	NAN	
67.801	-1.7295	-657	NAN	
67.901	-1.731	-659	NAN	
68.001	-1.7325	-660	NAN	
68.101	-1.7385	-661.5	NAN	
68.201	-1.7535	-664.5	NAN	
68.301	-1.77	-668.5	NAN	
68.401	-1.782	-673	NAN	
68.501	-1.7955	-677	NAN	
68.601	-1.809	-681	NAN	
68.701	-1.8255	-685.5	NAN	
68.801	-1.8375	-689.5	NAN	
68.901	-1.845	-693	NAN	
69.001	-1.851	-695	NAN	
69.101	-1.86	-698	NAN	
69.201	-1.872	-701	NAN	
69.301	-1.878	-703	NAN	
69.401	-1.89	-706	NAN	
69.501	-1.9065	-710.5	NAN	
69.601	-1.923	-715	NAN	
69.701	-1.947	-720.5	NAN	
69.801	-1.9605	-725	NAN	
69.901	-1.9695	-729.5	NAN	
70.001	-1.98	-732	NAN	
70.101	-2.004	-737	NAN	
70.201	-2.0295	-745	NAN	
70.301	-2.0625	-752.5	NAN	
70.401	-2.0865	-760	NAN	
70.501	-2.109	-766	NAN	
70.601	-2.1285	-771	NAN	
70.701	-2.142	-776.5	NAN	
70.801	-2.157	-780.5	NAN	
70.901	-2.1615	-783.5	NAN	
71.001	-2.1675	-784.5	NAN	
71.101	-2.1825	-787	NAN	
71.201	-2.2005	-792	NAN	
71.301	-2.2095	-796	NAN	
71.401	-2.2215	-798.5	NAN	
71.501	-2.244	-803	NAN	
71.601	-2.265	-807.5	NAN	
71.701	-2.28	-811	NAN	
71.801	-2.3025	-816	NAN	
71.901	-2.313	-819.5	NAN	
72.001	-2.3415	-826.5	NAN	
72.101	-2.3535	-830.5	NAN	
72.201	-2.361	-831	NAN	
72.301	-2.367	-834	NAN	
72.401	-2.373	-836	NAN	
72.501	-2.376	-835	NAN	
72.601	-2.388	-840.5	NAN	
72.701	-2.4015	-841	NAN	
72.801	-2.421	-845	NAN	
72.901	-2.4345	-850.5	NAN	
73.001	-2.445	-852.5	NAN	
73.101	-2.451	-853	NAN	
73.201	-2.4675	-856.5	NAN	
73.301	-2.4885	-859.5	NAN	
73.401	-2.4975	-865.5	NAN	
73.501	-2.5095	-865	NAN	
73.601	-2.5245	-872	NAN	
73.701	-2.541	-873.5	NAN	
73.801	-2.5605	-879.5	NAN	
73.901	-2.5815	-883.5	NAN	
74.001	-2.595	-883	NAN	
74.101	-2.5995	-888	NAN	
74.201	-2.6055	-889.5	NAN	
74.301	-2.6145	-892.5	NAN	
74.401	-2.6325	-893	NAN	
74.501	-2.661	-899	NAN	
74.601	-2.691	-902	NAN	
74.701	-2.7045	-909.5	NAN	
74.801	-2.7165	-911	NAN	
74.901	-2.736	-911.5	NAN	
75.001	-2.748	-915.5	NAN	
75.101	-2.7585	-920	NAN	
75.201	-2.769	-919	NAN	
75.301	-2.7765	-923	NAN	
75.401	-2.787	-926	NAN	
75.501	-2.79	-927.5	NAN	
75.601	-2.796	-928	NAN	
75.701	-2.8035	-927	NAN	
75.801	-2.8065	-928.5	NAN	
75.901	-2.817	-929.5	NAN	
76.001	-2.823	-930	NAN	
76.101	-2.829	-932	NAN	
76.201	-2.835	-932	NAN	
76.301	-2.838	-936	NAN	
76.401	-2.847	-937.5	NAN	
76.501	-2.8515	-937.5	NAN	
76.601	-2.856	-936.5	NAN	
76.701	-2.8695	-940.5	NAN	
76.801	-2.8935	-941.5	NAN	
76.901	-2.91	-947	NAN	
77.001	-2.9205	-945	NAN	
77.101	-2.937	-952	NAN	
77.201	-2.9445	-952.5	NAN	
77.301	-2.9535	-952	NAN	
77.401	-2.958	-956.5	NAN	
77.501	-2.964	-952	NAN	
77.601	-2.964	-956.5	NAN	
77.701	-2.976	-957	NAN	
77.801	-2.9865	-956.5	NAN	
77.901	-3.0105	-964	NAN	
78.001	-3.009	-965	NAN	
78.101	-3.0105	-960.5	NAN	
78.201	-3.0105	-962.5	NAN	
78.301	-2.9715	-959.5	NAN	
78.401	-2.955	-959.5	NAN	
78.501	-2.9415	-955	NAN	
78.601	-2.9085	-952.5	NAN	
78.701	-2.856	-953	NAN	
78.801	-2.8305	-950	NAN	
78.901	-2.8005	-947	NAN	
79.001	-2.7705	-939	NAN	
79.101	-2.742	-935.5	NAN	
79.201	-2.7255	-935	NAN	
79.301	-2.7015	-932	NAN	
79.401	-2.688	-934	NAN	
79.501	-2.673	-930	NAN	
79.601	-2.655	-929	NAN	
79.701	-2.643	-922.5	NAN	
79.801	-2.6295	-921	NAN	
79.901	-2.607	-920	NAN	
80.001	-2.598	-921	NAN	
80.101	-2.574	-919	NAN	
80.201	-2.5575	-916	NAN	
80.301	-2.5425	-911.5	NAN	
80.401	-2.526	-910	NAN	
80.501	-2.5185	-909	NAN	
80.601	-2.511	-908.5	NAN	
80.701	-2.493	-906.5	NAN	
80.801	-2.4675	-903	NAN	
80.901	-2.448	-899.5	NAN	
81.001	-2.439	-897.5	NAN	
81.101	-2.4225	-894	NAN	
81.201	-2.4075	-889.5	NAN	
81.301	-2.3985	-890	NAN	
81.401	-2.388	-886.5	NAN	
81.501	-2.373	-884.5	NAN	
81.601	-2.358	-883.5	NAN	
81.701	-2.3235	-879	NAN	
81.801	-2.3025	-872	NAN	
81.901	-2.295	-867.5	NAN	
82.001	-2.2725	-867	NAN	
